Name,State,upto,Address,telephone/Mobile no.,Principal name 
BHILAI NAIR SAMAJAM ENGLISH MEDIUM HIGHER SECONDARY SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","SECTOR-8, BHILAI, DURG CHHATTISGARH,490006","0788,2276913","
Head/Principal Name:PADMAJA NAND KUMAR
"
BHILAI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","MARODA, BHILAI,490001","0788,2265630","
Head/Principal Name:SHAKUNTALA YADEV
"
BNB HIGHER SECONDARY SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2004 
","NEORA RAIPUR CHHATTISGARH ,",",","
Head/Principal Name:
"
BRAHMAVID THE GLOBAL SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2021 
","BRAHMAVID THE GLOBAL SCHOOLBAHATOGAON ROAD,  TOWARDS MAHADEV GHAT,  BHATAGAON,492001",",07772998877","
Head/Principal Name:MRS. VINITA SHARMA
"
BRIGHTON INTERNATIONAL SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2020 
","NEAR VIDHAN SABHA, ZERO POINT, OFF BALODA BAZAR ROAD, VILLAGE: NARDAHA, PO: GSI,493111","0771,6067670","
Head/Principal Name:Jayshree Nair
"
BRILLANT PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2022 
","MISSION HOSPITAL ROAD BILASPUR CHHATTISGARH,495001","7752,8251822772","
Head/Principal Name:SHRUTI GUPTA
"
BRILLIANT PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","NEAR AZAD CHOWK, NH-49VILLAGE- BANARI,495668",",07817296238","
Head/Principal Name:MRS. SONALI SINGH
"
BRILLIANT PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","STADIUM ROAD, TULSI NAGAR SQUARE, KORBA,495678",",07759291199","
Head/Principal Name:DR. SMITA SHUKLA
"
BRILLIANT PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","SEEPAT ROAD, BAHATARAI, BILASPUR,495006",",8251822774","
Head/Principal Name:MRS. SANGEETA MISHRA
"
BSP SR SECONDARY SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","SEC VII BHILAI NAGAR DISTT DURG CHHATTISGARH,490006","0788,2855144","
Head/Principal Name:Sumita Sarkar
"
BURGESS ENGLISH HR SEC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","LINK ROAD BILAS PUR CHHATTISGARH,495001","7752,07752428652","
Head/Principal Name:MRS. NISHITA HANSA DAS
"
CAMPION SCHOOL RAIPUR,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","VIDHAN SABHA ROAD,493111","0771,09827135656,","
Head/Principal Name:MR. RAVINDRA LAKRA
"
CAREER POINT WORLD SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","BESIDE RADHA SOAMI SATSANG BEAS, DHEKA-MASTURI ROAD,,495001","7752,414963","
Head/Principal Name:Dr PRERNA HIRADHAR
"
CAREER PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2022 
","BEHIND AMBEDKAR BHAWAN, MUDAPAR BAZAR,495677","7759,249351","
Head/Principal Name:RATNA DUTTA
"
CARMEL CONVENT SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","BAGBAHARA P.O.MAHASUMUND DISTCHATTISGARH,493449","7707,242817","
Head/Principal Name:SR RINI
"
CARMEL ENGLISH MEDIUM SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","VILLAGE CHINDAULI, POST BAWANKERA,493551",",09399742939","
Head/Principal Name:MR. FR AROCKI EDWIN
"
CARMEL PRIMARY SCHOOL ENG MEDIUM,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","AMBIKAPUR NAMANKALA DISTT SURGUJA CHHATTISGARH,497001","0777,223117","
Head/Principal Name:ANICE M C
"
"CENTURY CEMENT SENIOR SECONDARY SCHOOL,",CHATTISGARH,"
Affiliated up to: 31/03/2025 
","P.O.- BAIKUNTH, TEHSIL-TILDA, DISTT. RAIPUR-493116, CHHATISGARH,493116","7721,07721261794","
Head/Principal Name:MRS. NEERJA PIYUSH TIWARI
"
CHANDRAHASINI VIDYAPEETH,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","VILLAGE MIROUNI, VIA CHANDRAPUR,495692",",7647097400","
Head/Principal Name:MR. NARENDER SINGH PUNIA
"
CHANDRODAY PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","BAGBAHARA ROAD,MAHASAMUND, DISTT:- MAHASAMUND,CHHATTISGARH ,PIN:- 493445,493445",",07723222107","
Head/Principal Name:MR. NAVIN KUMAR
"
CHAVARA HIGHER SECONDARY SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","KONDAGAON, DIST BASTAR, CHHATTISGARH,494226","7786,242461","
Head/Principal Name:SR SHEEBA ANN
"
CHHATTISHGARH PUBILC SHCOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","37,SARVODAYA COLONY,HEERA PUR,RAIPUR, CHHATTISGARH,492099","0771,6531904","
Head/Principal Name:Rakesh Chaturvedi
"
COLONEL'S ACADEMY OF RADIANT EDUCATION,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","VILL-MANGLA, P.O.-MANGLA,495001","7752,653194","
Head/Principal Name:Nitin Masih
"
COLUMBIA GLOBAL SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","VILLAGE TEKARI, NEAR VIDHAN SABHA, RAIPUR (C.G.),493111",",8982666777","
Head/Principal Name:MR. IVAN SMITH
"
D A V PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","A C C JAMUL DURG DISTT CHHATTISGARH,490024","0788,2286877","
Head/Principal Name:KAMAL VIG
"
D A V PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","SECL BARTUNGA CHIRIMIRI DISTT KOREA CHHATTISGARH,497449","7771,266851","
Head/Principal Name:Mollika Mukherjee
"
D A V PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","AMDINAGAR HUDCO BHILAI  DISTT DURG CHHATTISGARH,490006","0788,2241802","
Head/Principal Name:PRASHANT KUMAR
"
D A V PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","BISHRAMPUR (SECL) DISTT. SURGUJA CHHATTISGARH,497226","7775,265378","
Head/Principal Name:RATNA KHANNA
"
D A V PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","VASANT VIHAR SECL SEEPAT ROAD BILASPUR CHHATTISGARH,495006","7752,240262","
Head/Principal Name:G  V  RAJSHEKHAR RAO
"
D A V PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","GEVRA PROJECT ( SECL ) DISTT. KORBA CHHATTISGARH,495452","7815,07815275194","
Head/Principal Name:MRS. MANISHA AGRAWAL
"
D D M PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2022 
","BEHIND INDIRA STADIUM T P NAGAR KORBA CHHATTISGARH,495677","7759,291142","
Head/Principal Name:SANJAY GUPTA
"
D.A.V PUBLIC SCHOOL SECL KORBA,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","JRC COMPLEX , SECL KORBA, DISTT KORBA, CHHATTISGARH,495679","7759,249222","
Head/Principal Name:HARISH KANT PATHAK
"
D.A.V. PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","S.E.C.L.JHILIMILI, PANDAVPARA, BAIKUNTHPUR, DIST.KORIYA, C.G,497331","7836,0674251300","
Head/Principal Name:MR. PANKAJ BHARATI
"
D.A.V. PUBLIC SCHOOL BACHELI,CHATTISGARH,"
Affiliated up to: 31/03/2020 
","B.I.O.M. BACHELI COMPLEX,494553","7857,7587131620","
Head/Principal Name:MR. POSHAN LAL VERMA
"
D.A.V.PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","SECL P.O. KUSMUNDA KORBA DISTT: BILASPUR CHHATTISGARH,495454","7815,271329","
Head/Principal Name:MANISHA AGRAWAL
"
DAFFODILS ENGLISH SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","HOUSING BOARD COLONY,KOTA, RAIPUR DISTT, CHHATTISGARH,492010","0771,07716499274","
Head/Principal Name:MRS. ASHA VIG
"
"DASHMESH PUBLIC SCHOOL, MG ROAD AMBIKAPUR",CHATTISGARH,"
Affiliated up to: 31/03/2026 
","DASHMESH PUBLIC SCHOOL MANENDRAGARH ROAD PATPARIA AMBIKAPUR SURGUJA CHATTISGARH- 497001,497001","7774,230046","
Head/Principal Name:Arti shrivastava
"
DAV ISPAT PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","NEAR AYYAPPA TEMPLE, SECTOR-2, BHILAI DIST-DURG (CG),490001",",07882222963","
Head/Principal Name:MRS. PRIYANKA SHUKLA
"
"DAV ISPAT PUBLIC SCHOOL, NANDINI",CHATTISGARH,"
Affiliated up to: 31/03/2025 
","NANDINI TOWNSHIP, NANDINI MINES AREA, DURG.,490036","7821,07821257250","
Head/Principal Name:DR. BHOLA PRASAD SAHU
"
"DAV ISPAT SENIOR SECONDARY PUBLIC SCHOOL,",CHATTISGARH,"
Affiliated up to: 31/03/2020 
","RAJHARA MINES DIST BALOD, CHHATTISGARH,491228","0774,8285109","
Head/Principal Name:CHANDRA MOHAN PANDEY
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","TIKULIYA, BLOCK. BHATAPARA, DISTT. BALODA BAZAR, CHHATTISGARH,493332","00,7223027077","
Head/Principal Name:SANTOSH KUMAR
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","CHHARCHHED, TEHSIL. KASDOL, DISTT. BALODA BAZAR, CHHATTISGARH,493332","00,7470792227","
Head/Principal Name:BHUVANENDRA SINGH
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","KURKAI, BLOCK PENDRA, BLOCK, BILASPUR, CHHATTISGARH,495001","7470,792236","
Head/Principal Name:RASHMI MISHRA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","KARMARI, POST/BLOCK/DISTT. BASTAR, CHHATTISGARH,494001","0778,2262218","
Head/Principal Name:ASHOK KUMAR PATKAR
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","KUMHARI, MARWAHI, DISTT. BILASPUR, CHHATTISGARH,495001","7752,240262","
Head/Principal Name:RASHMI MISHRA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","BADMAR, KARTALA, DISTT KORBA, CHHATTISGARH,492001","0,7470792242","
Head/Principal Name:NILAMADHAB PATTANAIK
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","JARELI,(PENDRI), BLOCK, ATHARIA, DISTT. MUNGELI,495334","7752,7470792276","
Head/Principal Name:SUMITA SINGH
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","BIRGAON, (FULWARI)BLOCK & DISTT. MUNGELI, CHHATTISGARH,495334","7755,8120652916","
Head/Principal Name:Rajkumar Ajmera
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","BLOCK. PALI, POST SAILA, DISTT KORBA, CHHATTISGARH,495449","0,7470792244","
Head/Principal Name:HIMANSU KUANAR
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","KANAK NAGAR, BLOCK, PRATAPPUR, DISTT SURGUJA, CHHATTISGARH,497101","7775,9753423496","
Head/Principal Name:ANJANA SINGH
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","KACHHAND, DISTT. KORIYA, CHHATTISGARH,497559","7771,266802","
Head/Principal Name:SURENDRA SINGH
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","HITAWAR, BLOCK. KUAKONDA, DISTT. DANTEWARA, CHHATTISGARH,494553","7857,255149","
Head/Principal Name:R L SINGH
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","DEI KHURD, BLOCK, TAKHATPUR, DISTT. BILASPUR, CHHATTISGARH,495330","0775,2240262","
Head/Principal Name:RAKESH KUTTAN
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","BAGICHA, DISTT- JASHPUR, CHHATISGARH,496224","0776,2241255","
Head/Principal Name:S N PANDEY
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","SAKARIA VILL. POST OFFICE,PONDI, BACHARA, DISTT- KORIYA, CHHATTISGARH,497449","0777,1266804","
Head/Principal Name:Madhuri Shukla 
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","BELGAON, BLOCK MAKRI, PONDA GAON, CHHATTISGARH,495559","0000,000000000000000","
Head/Principal Name:Dr VIJAY KUMAR SINGH
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","TILISHWA BLOCK & DISTT. SURAJPUR, CHHATTISGARH,497229","0000,7470792272","
Head/Principal Name:Dr SANTOSH KUMAR VERMA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","GONDHI, BILASPUR, CHHATTISGARH,495001","91,7470792231","
Head/Principal Name:Pushpendra Dwivedi
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","KUMHAR DISTT, DANTEWADA, CHHATTISGARH,494001","7587,255149","
Head/Principal Name:ASIT BARAN BOSE
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","MURTONDA, SUKMA, DISTT., CHHATTISGARH,494111","0786,4284100","
Head/Principal Name:GUDIPATI S V SUBBA RAO
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","KALAMANJAN, ODGT, TEH & THANA, DISTT- SURAJPUR, MAIN ROAD, CHHATTISGARH,497229","7775,9174630564","
Head/Principal Name:ASHOK KUMAR YADAV
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2022 
","SANIBARRA, UDAIPUR, DIST. SURGUJA, CHHATTISGARH-497 116,","7833,9301368884","
Head/Principal Name:Rachakonda Modakonda Satya Sai Nageswara Rao
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","KUKRAB, BLOCK- PAMGARH, DISTT-JANIGIR-CHAMPA, CHHATTISGARH,495554","0781,7617342734","
Head/Principal Name:PRAMIT KUMAR JAIN
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","MANJHI GUDD, BLOCK & DISTT, BIJAPUR, CHHATTISGARH,494444","7583,222300","
Head/Principal Name:DUVVADA KAMESWARA RAO
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","PONTA, DISTT- SUKMA, CHHATTISGARH,494111","0786,4254258","
Head/Principal Name:M SASHI KUMAR
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2022 
","NARMADAPUR, SURGUJA, CHHATTISGARH,497001","7774,8821053666","
Head/Principal Name:SURENDRA KUMAR MISHRA 
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","DONGARTARI, BLOCK- PONDI UPRA, POST- BHAWAR,494228","7470,792245","
Head/Principal Name:HEMANTO MUKHERJEE
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","SULENGA, BLOCK & DISTT- NARAYAN PUR, CHHATTISGARH,494228","0,7587475314","
Head/Principal Name:K SUNIL KUMAR
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2022 
","PATRATU BLOCK RAJPUR, DISTT. BALRAMPUR, CHATTISGARH,497101","0000,9407747871","
Head/Principal Name:PRATYUSA KUMAR DASH
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","VHAWARMAL POST CHANDARNAGAR, BALRAMPUR, CHATTISGARH,","0000,7470792248","
Head/Principal Name:SACHIN KUMAR SHUKLA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","PRATAPGARH, B.L. SITAPUR, DISTT. SURGUJA,497111","0000,7470792283","
Head/Principal Name:Ajay Mishra
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","KEWARI, LAKHANPUR, BLOCK LAKHANPUR, SURGUJA,497224","7774,9190840360","
Head/Principal Name:VINAY KUMAR SHRIVASTAVA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","BHATCO, BATAULI, SURGUJA,497101","7774,8959337622","
Head/Principal Name:YOGESH GOUR
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","ULLER BLOCK, BHOPAL PATNAM DISTT, BIJAPUR, CHATTISGARH,497101",",94063242934","
Head/Principal Name:kameshwar
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","PARSA, AMBIKAPUR, SURGUJA, CHATTISGARH,110005","091,7470792278","
Head/Principal Name:BIRENDRA KUMAR SHARMA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","TEH. BLODA, BAZAR, PO, AMERA, PALARI, DISTT BLODA BAZAR, BHATAPARA,110005","00,7470792228","
Head/Principal Name:VIDHU SHARMA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","DEHARGUDA BLOCK MAINPUR, POST. MAINPUR, DISTT. GARIABAND, CHATTISGARH,493888","7703,09576968166","
Head/Principal Name:SANTOSH KUMAR ROY
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","KUNJARA, DISTT, RAIGARH, CHHATTISGARH,493888","7470,792246","
Head/Principal Name:PRAKASH GUPTA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","BLOCK BASTANAR, TEH. BASTANAR, POST-BADEKILEPAL, CHHATISGARH,494442","7857,230086","
Head/Principal Name:OMPRAKASH DADSENA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","KARANKI BLOCK, LUNDRA, DISTT. SURGUJA, CHATTISGARH,497101","7775,278598","
Head/Principal Name:SURENDRA KUMAR MISHRA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","CHNTA KONTA HQ AWAPALLI BLOCFK USO DIST GUJARAT, BIJAPUR, CHATTISGARH,497101",",94063242934","
Head/Principal Name:mamidai pravhakar rao
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","KUTRI, BLOCK LMI, MUNGLI, DISTT, CHATTISGARH,110005","7756,123454646454","
Head/Principal Name:KUNJ BIHARI PANDEY
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","JANAKPUR(BHAGWAN PUR) BLOCK & TEH BHARATPUR. DISTT-KIA,497778","0777,1266802","
Head/Principal Name:RAKESH KUMAR
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","BLOCK CHHINDGARH, CHHATTISGARH,497778","7857,255149","
Head/Principal Name:Ashutosh Jha
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","GUDRAPARA, GARKHA, BLOCK -KESHKAN, DISTT. KONDAGAON, CHHATTISGARH,495559","7748,285109","
Head/Principal Name:C M PANDEY
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","KHAMHARIA, DISTT- BALODA BAZAR, BHATAPARA, CHHATTISGARH,494228","7729,7470792226","
Head/Principal Name:DHANESHWARI PATEL
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","NAKTI SEMRA, BLOCK JAGDALPUR, DISTT- BASTAR, CHHATTISGARH,493888","7857,230086","
Head/Principal Name:SHEKHAR SHRIVASTAVA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","JANTA BLOCK, BEMATARA, BLOCK KIYA , CHHATTISGARH,495559","7748,7470792230","
Head/Principal Name:PRENRNA SINGH CHAUHAN
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","MELASNAU, BLOCK & TEHSIL- BHAIRAMGARH, DISTT- BIJAPUR, CHHATTISGARH,494228","9406,044715","
Head/Principal Name:LOKESH KUMAR SAHU
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","CHHA, VILL/TEH/BLOCK, POLICE STATION, DISTT NARAYAN PUR, CHHATTISGARH,494001","0,9407781465","
Head/Principal Name:SUMAN
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","JANDI, BLOCK- BHAIYATHAN, DISTT. SURAJPUR, CHHATTISGARH,497101","7775,9131915106","
Head/Principal Name:Ashok Kumar Yadav
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","CHHINDWARA, BLOCK, DARBHA, DISTT. BASTAR, CHHATTISGARH,495001","0785,230086","
Head/Principal Name:RAKESH SAHU
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","JABANGA EDU CITY, POST, DANTEWADA, CHHATTISGARH,494441",",9406093746","
Head/Principal Name:SANTOSH KUMAR PRADHAN
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","JANJARA, BLOCK & POST- KATGHA, CHHATTISGARH,494228","0747,0792243","
Head/Principal Name:DR  RAJ REKHA SHUKLA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","KANSABEL, DISTT JASHPUR, CHHATTISGARH,496224","91,7489921286","
Head/Principal Name:Surendra Kumar Mishra 
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","KHARMORA, BLOCK & POST - KORBA, CHHATTISGARH,495682","0,7470792241","
Head/Principal Name:GOBARDHAN MEHER
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","BLOCK KOTA, DISTT- BILASPUR, CHHATTISGARH,493888","0,7470792233","
Head/Principal Name:KALLOL MITRA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","ULNAR, BLOCK- BAKAWAND, DISTT- BASTAR, CHHATTISGARH,495682","0785,230086","
Head/Principal Name:N SUNAINA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","SINGANPUR BLOCK- TOKAPAL, BASTAR, CHHHATTISGARH,496224","7857,230086","
Head/Principal Name:SUJEET KUMAR SHARMA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","BLOCK MASTURI, DISTT. BILASPUR, CHHATTISGARH,495682","91,9039562503","
Head/Principal Name:SHWETA SHRIVASTAVA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","BADEDONGAR, BLOCK- PHRASGAON, KONDAGAON, CHHATTISGARH,494228","0000,000000000000","
Head/Principal Name:NITINDRA NARAYAN ROY
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","VISHRAMPURI, BLOCK- BADE RAJPUR, KONDA GAON, CHHATTISGARH,494228","91,7470792264","
Head/Principal Name:CM PANDEY
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","LADWA, BLOCK-PANDARIA, DISTT. KABIRDHAM, CHHATTISGARH,497101","7754,7470792240","
Head/Principal Name:MANOJ SHANKAR
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2026 
","DHARAMPURA, BLOCK KAWARDHA, DISTT, KABIRDHAM, CHHATTISGARH,110019","7741,7470792239","
Head/Principal Name:MVSNagalaxmi
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","DEV KHARGAON, BLOCK & DISTT. KONDAGAON, CHHATTISGARH,495001","7470,792261","
Head/Principal Name:C M PANDEY
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","SARBHA ARA, GAURELLA, BILASPUR, CHHATTISGARH,495001","7752,240262","
Head/Principal Name:KAMAL NAYAN MISHRA
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","LOHANDI, GUDA, BASATAR, CHHATTISGARH,495334","7857,230086","
Head/Principal Name:vivek Kumar singh
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2025 
","MOKHPAL, BLOCK- KATEKALYAN, AT/POST- MOKHPAL, VIA- NAKULNAR, DIST. DANTEWADA, CHHATTISGARH,494552","7857,255149","
Head/Principal Name:RAM LAL SINGH
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2024 
","MUMGJHAR, DISTT- GARIABAND, DEODHO, CHHATTISGARH,496224","7704,9303915748","
Head/Principal Name:rupendra kumar sahu
"
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,"
Affiliated up to: 31/03/2023 
","PANDARI PANI, DISTT-JASPUR, CHHATTISGARH,493888","91,9174326775","
Head/Principal Name:SURENDRA KUMAR MISHRA 
"
